phase,block,id,short_id,game_type,points,drule,drule_error_2d,drule_error_1d_a,drule_error_1d_b,drule_error_1d,rewards_approached,punishment_approached,dataset,partner_predictions_correct,partner_predictions_missing,drule_gen
1,0,sim-718,sim-718,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
1,1,sim-718,sim-718,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,0,sim-718,sim-718,duo,10.0,neither,2.0,6.0,2.0,2.0,10,0,sim,,,neither
2,1,sim-718,sim-718,duo,7.0,neither,2.0,6.0,4.0,4.0,11,1,sim,,,neither
2,2,sim-718,sim-718,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,3,sim-718,sim-718,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,0,sim-718,sim-718,duo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
3,1,sim-718,sim-718,duo,0.0,neither,3.0,7.0,7.0,7.0,12,3,sim,,,neither
0,0,sim-188,sim-188,duo,2.0,neither,7.0,3.0,9.0,3.0,6,1,sim,,,neither
0,1,sim-188,sim-188,duo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
0,2,sim-188,sim-188,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,3,sim-188,sim-188,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
1,0,sim-188,sim-188,duo,4.0,neither,2.0,6.0,6.0,6.0,12,2,sim,,,neither
1,1,sim-188,sim-188,duo,0.0,neither,3.0,7.0,7.0,7.0,12,3,sim,,,neither
2,0,sim-188,sim-188,duo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
2,1,sim-188,sim-188,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,2,sim-188,sim-188,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,3,sim-188,sim-188,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,0,sim-188,sim-188,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,1,sim-188,sim-188,duo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
0,0,sim-830,sim-830,duo,1.0,neither,5.0,3.0,9.0,3.0,9,2,sim,,,neither
0,1,sim-830,sim-830,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,2,sim-830,sim-830,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,3,sim-830,sim-830,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
1,0,sim-830,sim-830,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
1,1,sim-830,sim-830,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,0,sim-830,sim-830,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,1,sim-830,sim-830,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,2,sim-830,sim-830,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,3,sim-830,sim-830,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
3,0,sim-830,sim-830,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
3,1,sim-830,sim-830,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,0,sim-144,sim-144,duo,1.0,neither,8.0,6.0,8.0,6.0,5,1,sim,,,neither
0,1,sim-144,sim-144,duo,4.0,neither,5.0,5.0,5.0,5.0,8,1,sim,,,neither
0,2,sim-144,sim-144,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,3,sim-144,sim-144,duo,9.0,1d_a,3.0,1.0,7.0,1.0,9,0,sim,,,1d
1,0,sim-144,sim-144,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
1,1,sim-144,sim-144,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,0,sim-144,sim-144,duo,11.0,2d,1.0,3.0,5.0,3.0,11,0,sim,,,2d
2,1,sim-144,sim-144,duo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
2,2,sim-144,sim-144,duo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
2,3,sim-144,sim-144,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,0,sim-144,sim-144,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,1,sim-144,sim-144,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,0,sim-967,sim-967,duo,-1.0,neither,7.0,9.0,7.0,7.0,7,2,sim,,,neither
0,1,sim-967,sim-967,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
0,2,sim-967,sim-967,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
0,3,sim-967,sim-967,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
1,0,sim-967,sim-967,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
1,1,sim-967,sim-967,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,0,sim-967,sim-967,duo,11.0,2d,1.0,5.0,3.0,3.0,11,0,sim,,,2d
2,1,sim-967,sim-967,duo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
2,2,sim-967,sim-967,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,3,sim-967,sim-967,duo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
3,0,sim-967,sim-967,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,1,sim-967,sim-967,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,0,sim-815,sim-815,duo,-3.0,neither,12.0,8.0,10.0,8.0,1,1,sim,,,neither
0,1,sim-815,sim-815,duo,1.0,neither,8.0,6.0,6.0,6.0,5,1,sim,,,neither
0,2,sim-815,sim-815,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,3,sim-815,sim-815,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
1,0,sim-815,sim-815,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
1,1,sim-815,sim-815,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,0,sim-815,sim-815,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,1,sim-815,sim-815,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,2,sim-815,sim-815,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,3,sim-815,sim-815,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
3,0,sim-815,sim-815,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
3,1,sim-815,sim-815,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,0,sim-706,sim-706,duo,0.0,neither,6.0,4.0,10.0,4.0,8,2,sim,,,neither
0,1,sim-706,sim-706,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,2,sim-706,sim-706,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,3,sim-706,sim-706,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
1,0,sim-706,sim-706,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
1,1,sim-706,sim-706,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,0,sim-706,sim-706,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,1,sim-706,sim-706,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,2,sim-706,sim-706,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,3,sim-706,sim-706,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
3,0,sim-706,sim-706,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
3,1,sim-706,sim-706,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,0,sim-924,sim-924,duo,-5.0,neither,11.0,7.0,11.0,7.0,3,2,sim,,,neither
0,1,sim-924,sim-924,duo,7.0,1d_a,5.0,1.0,7.0,1.0,7,0,sim,,,1d
0,2,sim-924,sim-924,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,3,sim-924,sim-924,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
1,0,sim-924,sim-924,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
1,1,sim-924,sim-924,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,0,sim-924,sim-924,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,1,sim-924,sim-924,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,2,sim-924,sim-924,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,3,sim-924,sim-924,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
3,0,sim-924,sim-924,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
3,1,sim-924,sim-924,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,0,sim-255,sim-255,duo,3.0,neither,6.0,10.0,2.0,2.0,7,1,sim,,,neither
0,1,sim-255,sim-255,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
0,2,sim-255,sim-255,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
0,3,sim-255,sim-255,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
1,0,sim-255,sim-255,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
1,1,sim-255,sim-255,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,0,sim-255,sim-255,duo,5.0,neither,4.0,8.0,2.0,2.0,9,1,sim,,,neither
2,1,sim-255,sim-255,duo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
2,2,sim-255,sim-255,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,3,sim-255,sim-255,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,0,sim-255,sim-255,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,1,sim-255,sim-255,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,0,sim-112,sim-112,duo,-3.0,neither,9.0,5.0,9.0,5.0,5,2,sim,,,neither
0,1,sim-112,sim-112,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,2,sim-112,sim-112,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,3,sim-112,sim-112,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
1,0,sim-112,sim-112,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
1,1,sim-112,sim-112,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,0,sim-112,sim-112,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,1,sim-112,sim-112,duo,9.0,1d_a,3.0,1.0,7.0,1.0,9,0,sim,,,1d
2,2,sim-112,sim-112,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,3,sim-112,sim-112,duo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
3,0,sim-112,sim-112,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,1,sim-112,sim-112,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,0,sim-348,sim-348,duo,-6.0,neither,12.0,8.0,8.0,8.0,2,2,sim,,,neither
0,1,sim-348,sim-348,duo,6.0,neither,6.0,6.0,2.0,2.0,6,0,sim,,,neither
0,2,sim-348,sim-348,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
0,3,sim-348,sim-348,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
1,0,sim-348,sim-348,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
1,1,sim-348,sim-348,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,0,sim-348,sim-348,duo,9.0,1d_b,3.0,7.0,1.0,1.0,9,0,sim,,,1d
2,1,sim-348,sim-348,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,2,sim-348,sim-348,duo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
2,3,sim-348,sim-348,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,0,sim-348,sim-348,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,1,sim-348,sim-348,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,0,sim-413,sim-413,duo,4.0,1d_a,5.0,1.0,9.0,1.0,8,1,sim,,,1d
0,1,sim-413,sim-413,duo,4.0,1d_a,5.0,1.0,9.0,1.0,8,1,sim,,,1d
0,2,sim-413,sim-413,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,3,sim-413,sim-413,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
1,0,sim-413,sim-413,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
1,1,sim-413,sim-413,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,0,sim-413,sim-413,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,1,sim-413,sim-413,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,2,sim-413,sim-413,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,3,sim-413,sim-413,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
3,0,sim-413,sim-413,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
3,1,sim-413,sim-413,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,0,sim-063,sim-063,duo,2.0,neither,4.0,8.0,4.0,4.0,10,2,sim,,,neither
0,1,sim-063,sim-063,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
0,2,sim-063,sim-063,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
0,3,sim-063,sim-063,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
1,0,sim-063,sim-063,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
1,1,sim-063,sim-063,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,0,sim-063,sim-063,duo,11.0,2d,1.0,5.0,3.0,3.0,11,0,sim,,,2d
2,1,sim-063,sim-063,duo,7.0,neither,2.0,6.0,4.0,4.0,11,1,sim,,,neither
2,2,sim-063,sim-063,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,3,sim-063,sim-063,duo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
3,0,sim-063,sim-063,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,1,sim-063,sim-063,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,0,sim-101,sim-101,duo,-5.0,neither,11.0,11.0,9.0,9.0,3,2,sim,,,neither
0,1,sim-101,sim-101,duo,10.0,neither,2.0,6.0,4.0,4.0,10,0,sim,,,neither
0,2,sim-101,sim-101,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,3,sim-101,sim-101,duo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
1,0,sim-101,sim-101,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
1,1,sim-101,sim-101,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,0,sim-101,sim-101,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,1,sim-101,sim-101,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,2,sim-101,sim-101,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,3,sim-101,sim-101,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,0,sim-101,sim-101,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,1,sim-101,sim-101,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,0,sim-662,sim-662,duo,-2.0,neither,11.0,7.0,9.0,7.0,2,1,sim,,,neither
0,1,sim-662,sim-662,duo,4.0,neither,5.0,3.0,7.0,3.0,8,1,sim,,,neither
0,2,sim-662,sim-662,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,3,sim-662,sim-662,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
1,0,sim-662,sim-662,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
1,1,sim-662,sim-662,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,0,sim-662,sim-662,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,1,sim-662,sim-662,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,2,sim-662,sim-662,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,3,sim-662,sim-662,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
3,0,sim-662,sim-662,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
3,1,sim-662,sim-662,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,0,sim-670,sim-670,duo,-3.0,neither,9.0,5.0,11.0,5.0,5,2,sim,,,neither
0,1,sim-670,sim-670,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,2,sim-670,sim-670,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,3,sim-670,sim-670,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
1,0,sim-670,sim-670,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
1,1,sim-670,sim-670,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,0,sim-670,sim-670,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,1,sim-670,sim-670,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,2,sim-670,sim-670,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,3,sim-670,sim-670,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
3,0,sim-670,sim-670,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
3,1,sim-670,sim-670,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,0,sim-690,sim-690,duo,0.0,neither,9.0,5.0,9.0,5.0,4,1,sim,,,neither
0,1,sim-690,sim-690,duo,5.0,neither,4.0,2.0,8.0,2.0,9,1,sim,,,neither
0,2,sim-690,sim-690,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,3,sim-690,sim-690,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
1,0,sim-690,sim-690,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
1,1,sim-690,sim-690,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,0,sim-690,sim-690,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,1,sim-690,sim-690,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,2,sim-690,sim-690,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,3,sim-690,sim-690,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
3,0,sim-690,sim-690,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
3,1,sim-690,sim-690,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,0,sim-056,sim-056,duo,0.0,neither,9.0,7.0,5.0,5.0,4,1,sim,,,neither
0,1,sim-056,sim-056,duo,6.0,neither,6.0,6.0,2.0,2.0,6,0,sim,,,neither
0,2,sim-056,sim-056,duo,6.0,neither,3.0,7.0,3.0,3.0,10,1,sim,,,neither
0,3,sim-056,sim-056,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
1,0,sim-056,sim-056,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
1,1,sim-056,sim-056,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,0,sim-056,sim-056,duo,11.0,2d,1.0,5.0,3.0,3.0,11,0,sim,,,2d
2,1,sim-056,sim-056,duo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
2,2,sim-056,sim-056,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,3,sim-056,sim-056,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,0,sim-056,sim-056,duo,0.0,neither,3.0,7.0,7.0,7.0,12,3,sim,,,neither
3,1,sim-056,sim-056,duo,4.0,neither,2.0,6.0,6.0,6.0,12,2,sim,,,neither
0,0,sim-479,sim-479,duo,-1.0,neither,10.0,6.0,10.0,6.0,3,1,sim,,,neither
0,1,sim-479,sim-479,duo,10.0,neither,2.0,2.0,6.0,2.0,10,0,sim,,,neither
0,2,sim-479,sim-479,duo,5.0,neither,4.0,2.0,8.0,2.0,9,1,sim,,,neither
0,3,sim-479,sim-479,duo,10.0,neither,2.0,2.0,6.0,2.0,10,0,sim,,,neither
1,0,sim-479,sim-479,duo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
1,1,sim-479,sim-479,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,0,sim-479,sim-479,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,1,sim-479,sim-479,duo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
2,2,sim-479,sim-479,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,3,sim-479,sim-479,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,0,sim-479,sim-479,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,1,sim-479,sim-479,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,0,sim-421,sim-421,duo,-2.0,neither,11.0,7.0,7.0,7.0,2,1,sim,,,neither
0,1,sim-421,sim-421,duo,10.0,neither,2.0,4.0,4.0,4.0,10,0,sim,,,neither
0,2,sim-421,sim-421,duo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
0,3,sim-421,sim-421,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
1,0,sim-421,sim-421,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
1,1,sim-421,sim-421,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,0,sim-421,sim-421,duo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
2,1,sim-421,sim-421,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,2,sim-421,sim-421,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,3,sim-421,sim-421,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,0,sim-421,sim-421,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,1,sim-421,sim-421,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,0,sim-756,sim-756,duo,0.0,neither,9.0,7.0,7.0,7.0,4,1,sim,,,neither
0,1,sim-756,sim-756,duo,4.0,neither,5.0,5.0,5.0,5.0,8,1,sim,,,neither
0,2,sim-756,sim-756,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,3,sim-756,sim-756,duo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
1,0,sim-756,sim-756,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
1,1,sim-756,sim-756,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,0,sim-756,sim-756,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,1,sim-756,sim-756,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,2,sim-756,sim-756,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,3,sim-756,sim-756,duo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
3,0,sim-756,sim-756,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,1,sim-756,sim-756,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,0,sim-363,sim-363,duo,2.0,neither,7.0,7.0,7.0,7.0,6,1,sim,,,neither
0,1,sim-363,sim-363,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,2,sim-363,sim-363,duo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
0,3,sim-363,sim-363,duo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
1,0,sim-363,sim-363,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
1,1,sim-363,sim-363,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,0,sim-363,sim-363,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,1,sim-363,sim-363,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,2,sim-363,sim-363,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,3,sim-363,sim-363,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,0,sim-363,sim-363,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,1,sim-363,sim-363,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,0,sim-442,sim-442,duo,-1.0,neither,10.0,10.0,6.0,6.0,3,1,sim,,,neither
0,1,sim-442,sim-442,duo,1.0,neither,8.0,10.0,4.0,4.0,5,1,sim,,,neither
